jurirno,brkrNm,ldCodeNm,registDe,mnnmadr,estbsBeginDe,estbsEndDe,sttusSeCode,bsnmCmpnm,등록번호,거래완료,등록매물,총매물수,영업년수,일평균거래,구평균성사율,구평균매물수,지역권평균성사율,지역권평균매물수,보증보험유효,영업일수,거래성사율,지역권평균거래,trust_target,등록비율,규모지수,지역내백분위,지역중개사수,거래효율성,매물활용도,지역경쟁력,상대적성과,log_거래완료,log_총매물수,predicted_score,actual_grade,final_temperature,final_grade
11440-2018-00164,박형기,서울특별시 마포구,2018-07-12,서울특별시 마포구 공덕동 10-49,2025-07-12,2026-07-11,1,효창태영공인중개사사무소,11440-2018-00164,14,8,22,0.3972602739726027,0.005179430260754928,33797.21428571428,33861.78571428572,33797.21428571428,33861.78571428572,1,2703,0.6363636074380178,33797.21428571428,25.742702525748086,0.36363634710743875,3.1354942159291497,0.14285714285714285,14,1.7499997812500274,0.6363636074380178,0.9999999285714337,0.000414235323693628,2.70805020110221,3.1354942159291497,-122.65953144442418,C,0.0002986563108046673,D
11680-2017-00043,윤정식,서울특별시 강남구,2017-01-16,서울특별시 강남구 삼성동 35-22,2025-01-16,2026-01-15,1,도성공인중개사사무소,11680-2017-00043,273,19,292,0.8821917808219178,0.0841294298662159,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,3245,0.9349315036474949,5373.442307692308,139.089239408087,0.06506849292784762,5.680172609017068,0.5384615384615384,52,14.36842029639893,0.9349315036474949,5.249999899038464,0.05080542123963695,5.6131281063880705,5.680172609017068,216.6787603545014,B,0.002310943467860032,B
11200-2018-00154,김흥국,서울특별시 성동구,2018-08-13,서울특별시 성동구 마장동 793-1,2025-08-13,2026-08-12,1,탑공인중개사사무소,11200-2018-00154,20,10,30,0.3095890410958904,0.007487832269753713,184.28571428571428,194.14285714285717,184.28571428571428,194.14285714285717,1,2671,0.6666666444444451,184.28571428571428,29.07487765603089,0.33333332222222256,3.4339872044851463,0.42857142857142855,7,1.99999980000002,0.6666666444444451,2.85714244897965,0.10852713119403883,3.044522437723423,3.4339872044851463,64.29195085515857,C,0.0014072847088247482,C
11560-2023-00046,김미애,서울특별시 영등포구,2023-03-24,서울특별시 영등포구 영등포동7가 203,2025-03-24,2026-03-23,1,으뜸부동산공인중개사사무소,11560-2023-00046,756,10,766,0.6986301369863014,0.7659574460324646,1880.3,1916.0,1880.3,1916.0,1,987,0.9869451684243535,1880.3,340.66792951305524,0.013054830270163407,6.642486801367256,0.5,10,75.59999244000076,0.9869451684243535,75.59999244000076,0.4020635002914091,6.6293632534374485,6.642486801367256,300.9522279621149,B,0.0028106878841129656,B
11680-2025-00179,이미영,서울특별시 강남구,2025-04-30,서울특별시 강남구 삼성동 125-33,2025-04-30,2026-04-29,1,유수공인중개사사무소,11680202500179,330,70,400,0.5972602739726027,1.5068493081879026,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,219,0.8249999979375,5373.442307692308,172.81849302000404,0.1749999995625,5.993961427306569,0.5769230769230769,52,4.714285646938777,0.8249999979375,6.346153724112429,0.0614131465534073,5.802118375377063,5.993961427306569,324.67102773918475,B,0.002951341141719529,B
9251-8810,김세진,서울특별시 강남구,2014-06-16,서울특별시 강남구 역삼동 751-16,2025-06-16,2026-06-15,1,삼성MK공인중개사사무소,9251-8810,0,6,6,0.4684931506849315,0.0,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,4190,0.0,5373.442307692308,1.0,0.9999998333333611,1.9459101490553132,0.08653846153846154,52,0.0,0.0,0.0,0.0,0.0,1.9459101490553132,-28.846611110431077,D,0.0008549699933931706,D
11620-2025-00005,장재영,서울특별시 관악구,2025-01-16,서울특별시 관악구 봉천동 1601-22,2025-01-20,2026-01-19,1,골드공인중개사사무소,11620-2025-00005,1107,97,1204,0.8712328767123287,3.4272445714326794,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,323,0.9194352151831933,15736.739130434782,505.6555021698226,0.08056478398624187,7.094234845924755,0.5942028985507246,69,11.41237101636731,0.9194352151831933,16.04347802835539,0.07034494190659372,7.010311867307229,7.094234845924755,649.3931426298681,A,0.004876953892176734,A
11680-2024-00002,조용철,서울특별시 강남구,2024-01-03,서울특별시 강남구 삼성동 121-20,2025-01-03,2026-01-02,1,골드공인중개사사무소,11680202400002,0,7,7,0.9178082191780822,0.0,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,702,0.0,5373.442307692308,1.0,0.9999998571428775,2.0794415416798357,0.08653846153846154,52,0.0,0.0,0.0,0.0,0.0,2.0794415416798357,-11.593557204807567,D,0.0009572811667365027,D
11230-2019-00153,서태석,서울특별시 동대문구,2019-12-10,서울특별시 동대문구 용두동 27-25,2025-12-11,2026-12-10,1,거송공인중개사사무소,11230-2019-00153,8,5,13,-0.0191780821917808,0.003657978964948341,1085.4615384615386,1119.1538461538462,1085.4615384615386,1119.1538461538462,1,2187,0.615384568047341,1085.4615384615386,22.69811683106971,0.3846153550295881,2.6390573296152584,0.3076923076923077,13,1.599999680000064,0.615384568047341,0.615384568047341,0.007370136765940628,2.1972245773362196,2.6390573296152584,20.303690231699132,C,0.0011464328861656,C
11710-2021-00138,김우현,서울특별시 송파구,2020-10-07,서울특별시 송파구 방이동 39-2,2025-10-08,2026-10-07,1,나루공인중개사사무소,11710-2021-00138,336,27,363,0.1561643835616438,0.17824933677546453,3650.272727272728,3677.090909090909,3650.272727272728,3677.090909090909,1,1885,0.9256198321608269,3650.2727272727275,164.95108833257947,0.07438016508435216,5.8971538676367405,0.6818181818181818,22,12.444443983539111,0.9256198321608269,15.272726578512428,0.09204791669333481,5.820082930352362,5.8971538676367405,301.78181811459456,B,0.002815607380821117,B
11620-2023-00010,표현성,서울특별시 관악구,2023-01-11,서울특별시 관악구 신림동 91-28,2025-01-11,2026-01-10,1,위드공인중개사사무소,11620202300010,3243,12,3255,0.8958904109589041,3.062322943283925,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,1059,0.9963133637492125,15736.739130434782,1358.7126303453156,0.003686635943567854,8.08825472712243,0.6956521739130435,69,270.24997747916854,0.9963133637492125,46.999999318840594,0.20607827154750086,8.084562415235304,8.08825472712243,1178.6712318715315,A,0.008015590253683797,A
11170-2018-00159,최윤성,서울특별시 용산구,2018-09-12,서울특별시 용산구 이태원동 18-48,2025-09-12,2026-09-11,1,용산공인중개사사무소,11170201800159,6,10,16,0.2273972602739726,0.002271866716292364,506.6666666666667,517.6,506.6666666666667,517.6,1,2641,0.37499997656250145,506.6666666666667,14.672717964037966,0.6249999609375024,2.833213344056216,0.26666666666666666,15,0.599999940000006,0.37499997656250145,0.39999997333333515,0.011842105239785319,1.9459101490553132,2.833213344056216,30.06750557537248,D,0.001204332630151982,C
11590-2021-00139,박만춘,서울특별시 금천구,2019-01-03,서울특별시 금천구 독산동 47-3,2025-01-04,2026-01-03,1,채움부동산공인중개사사무소,11590-2021-00139,76,100,176,0.915068493150685,0.030063291127348384,17257.85714285714,17328.95238095238,17257.85714285714,17328.95238095238,1,2528,0.43181817936466943,17257.85714285714,44.65517829221356,0.5681818149535124,5.176149732573829,0.3333333333333333,21,0.7599999924,0.43181817936466943,3.619047446712026,0.0044037912335513725,4.343805421853684,5.176149732573829,122.59675280762008,C,0.001753034089307621,B
11440-2025-00050,김신우,서울특별시 마포구,2025-04-28,서울특별시 마포구 서교동 449-43,2025-04-29,2026-04-28,1,내일엔공인중개사사무소,11440-2025-00050,4,10,14,0.6,0.018099547429413814,33797.21428571428,33861.78571428572,33797.21428571428,33861.78571428572,1,221,0.2857142653061239,33797.21428571428,11.352423433477854,0.7142856632653098,2.70805020110221,0.07142857142857142,14,0.39999996000000404,0.2857142653061239,0.2857142653061239,0.00011835294962675086,1.6094379124341003,2.70805020110221,-125.16111028396702,D,0.00028382186655586924,D
11710-2016-00131,이미옥,서울특별시 송파구,2016-03-29,서울특별시 송파구 신천동 17-4,2025-03-29,2026-03-28,1,유명월드공인중개사사무소,11710-2016-00131,0,0,0,0.684931506849315,0.0,3650.272727272728,3677.090909090909,3650.272727272728,3677.090909090909,1,3538,0.0,3650.2727272727275,1.0,0.0,0.0,0.1590909090909091,22,0.0,0.0,0.0,0.0,0.0,0.0,-9.993000325975217,D,0.000966772521320557,D
11260-2021-10009,김명득,서울특별시 중랑구,2019-12-09,서울특별시 중랑구 상봉동 87-27,2024-12-10,2025-12-09,1,슈퍼맨공인중개사사무소,11260-2021-10009,21636,22,21658,0.9835616438356164,9.888482628021718,4891.5,4927.333333333333,4891.5,4927.333333333333,1,2188,0.9989842090221173,4891.5,8784.254352550879,0.0010157909317104169,9.983176351437496,0.9166666666666666,12,983.4545007520682,0.9989842090221173,1802.9998497500126,4.423183071772834,9.98216009118743,9.983176351437496,8027.135242310554,S,0.048627205585113235,S
11500-2020-00236,황찬욱,서울특별시 강서구,2020-09-11,서울특별시 강서구 등촌동 628,2025-09-11,2026-09-10,1,주식회사건국21세기부동산중개법인,11500202000236,103176,200,103376,0.2301369863013698,53.99058081947118,7493.90625,7538.03125,7493.90625,7538.03125,1,1911,0.9980653149570687,7493.90625,41841.24776764343,0.0019346850332578676,11.546137779176325,1.0,32,515.8799974206,0.9980653149570687,3224.249899242191,13.767986487185105,11.544201238973734,11.546137779176325,42509.18719966311,S,0.2531069002722427,S
11620-2023-00133,이선영,서울특별시 관악구,2023-11-02,서울특별시 관악구 신림동 1409-8,2025-11-03,2026-11-02,1,에드원공인중개사사무소,11620-2023-00133,39695,78,39773,0.084931506849315,51.956806214716224,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,764,0.9980388705655083,15736.739130434782,16428.509228264127,0.0019611294093490276,10.590968711469447,0.927536231884058,69,508.91024988576606,0.9980388705655083,575.2898467349298,2.5224412547265023,10.589005705931582,10.590968711469447,16219.10705638685,S,0.09720586608651398,S
11305-2023-00022,최동호,서울특별시 강북구,2023-04-18,서울특별시 강북구 수유동 220-37,2025-04-18,2026-04-17,1,판다공인중개사사무소,11305-2023-00022,6,6,12,0.6301369863013698,0.006237006230522863,2350.714285714286,2376.714285714286,2350.714285714286,2376.714285714286,1,962,0.4999999583333368,2350.714285714286,18.462368812305332,0.4999999583333368,2.5649493574615367,0.2857142857142857,7,0.9999998333333611,0.4999999583333368,0.857142734693895,0.0025524156780390816,1.9459101490553132,2.5649493574615367,21.4303832062172,D,0.0011531142123152307,C
11680-2024-00368,정준흠,서울특별시 강남구,2024-12-20,서울특별시 강남구 역삼동 825-20,2024-12-22,2025-12-21,1,갤러리아공인중개사사무소,11680-2024-00368,21,10,31,0.9506849315068492,0.05999999982857143,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,350,0.677419332986473,5373.442307692308,30.32257998787991,0.3225806347554634,3.4657359027997265,0.23076923076923078,52,2.0999997900000213,0.677419332986473,0.40384614607988184,0.0039081093261259196,3.091042453358316,3.4657359027997265,24.90464200140142,C,0.001173716680479886,C
11620-2024-00113,백인성,서울특별시 관악구,2024-12-13,서울특별시 관악구 봉천동 897-18,2024-12-16,2025-12-15,1,하이공인중개사사무소,11620-2024-00113,25916,185,26101,0.9671232876712328,72.59383733166992,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,357,0.9929121489217688,15736.739130434782,11123.125737784354,0.0070878510399184766,10.169767218727474,0.8985507246376812,69,140.08648572926225,0.9929121489217688,375.5941974551566,1.646846896523291,10.162654403026995,10.169767218727474,10982.190521215258,S,0.06615077993507824,S
11215-2022-00046,김태희,서울특별시 광진구,2022-04-14,서울특별시 광진구 중곡동 193-26,2025-04-15,2026-04-14,1,김태희공인중개사사무소,11215-2022-00046,348,4,352,0.6383561643835617,0.2614575505173121,1080.5,1105.8846153846157,1080.5,1105.8846153846157,1,1331,0.9886363608277376,1080.5,172.47366633000527,0.011363636331353306,5.8664680569332965,0.5384615384615384,26,86.99997825000544,0.9886363608277376,13.384614869822505,0.3220731140008578,5.855071922202427,5.8664680569332965,123.78123942193918,B,0.0017600581336294763,B
11620-2020-00101,박세희,서울특별시 관악구,2020-06-12,서울특별시 관악구 신림동 1430-37,2025-06-12,2026-06-11,1,미다스공인중개사사무소,11620-2020-00101,8,5,13,0.4794520547945205,0.00399600399400799,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,2002,0.615384568047341,15736.739130434782,22.70149708136031,0.3846153550295881,2.6390573296152584,0.17391304347826086,69,1.599999680000064,0.615384568047341,0.11594202730518802,0.0005083645304902889,2.1972245773362196,2.6390573296152584,-34.38301622397887,C,0.0008221389301872257,D
11620-2025-00059,박찬미,서울특별시 관악구,2025-05-26,서울특별시 관악구 봉천동 1679-7,2025-05-27,2026-05-26,1,유진부동산중개사무소,11620-2025-00059,334098,549,334647,0.5232876712328767,1731.0777112379394,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,193,0.9983594653440838,15736.739130434782,150980.92789633974,0.0016405346529278896,12.720834512117683,1.0,69,608.5573759406969,0.9983594653440838,4841.999929826088,21.230446613468068,12.719192635224536,12.720834512117683,137619.7425337005,S,0.8171156008066781,S
11260-2017-00029,노지훈,서울특별시 중랑구,2017-03-21,서울특별시 중랑구 신내동 802,2025-03-21,2026-03-20,1,우남공인중개사사무소,11260-2017-00029,342,36,378,0.7068493150684931,0.10751336054463585,4891.5,4927.333333333333,4891.5,4927.333333333333,1,3181,0.9047619023683547,4891.5,166.017990676497,0.09523809498614261,5.937536205082426,0.4166666666666667,12,9.49999973611112,0.9047619023683547,28.4999976250002,0.06991720329757391,5.8377304471659395,5.937536205082426,199.55068454425927,B,0.0022093734187055318,B
11710-2020-00226,임대현,서울특별시 송파구,2020-09-01,서울특별시 송파구 삼전동 115-12,2025-09-02,2026-09-01,1,골든이스테이트공인중개사사무소,11710-2020-00226,56,11,67,0.2547945205479452,0.02915148358711531,3650.272727272728,3677.090909090909,3650.272727272728,3677.090909090909,1,1921,0.8358208830474495,3650.2727272727275,48.76614132729465,0.1641791020271776,4.219507705176107,0.45454545454545453,22,5.090908628099216,0.8358208830474495,2.545454429752071,0.015341319448889135,4.04305126783455,4.219507705176107,95.09516756396997,C,0.001589948790294998,C
11710-2023-00129,양은지,서울특별시 송파구,2023-07-07,서울특별시 송파구 가락동 165,2025-07-07,2026-07-06,1,삼성래미안공인중개사사무소,11710-2023-00129,0,0,0,0.410958904109589,0.0,3650.272727272728,3677.090909090909,3650.272727272728,3677.090909090909,1,882,0.0,3650.2727272727275,1.0,0.0,0.0,0.1590909090909091,22,0.0,0.0,0.0,0.0,0.0,0.0,3.8241882185927953,D,0.001048708900817988,D
11500-2022-00285,이성일,서울특별시 강서구,2022-12-29,서울특별시 강서구 등촌동 671-1,2025-12-29,2026-12-28,1,다온공인중개사사무소,11500-2022-00285,8280,101,8381,-0.0684931506849315,7.723880589809812,7493.90625,7538.03125,7493.90625,7538.03125,1,1072,0.9879489319904606,7493.90625,3419.8772738578123,0.012051067890221803,9.033841828485016,0.875,32,81.98019720811686,0.9879489319904606,258.7499919140628,1.1048977292577022,9.0217190130337,9.033841828485016,3662.0218487388684,S,0.022741940546472893,S
11620-2024-00040,임준혁,서울특별시 관악구,2022-03-18,서울특별시 관악구 신림동 537-2,2025-03-18,2026-03-17,1,다온공인중개사사무소,11620-2024-00040,188,10,198,0.7150684931506849,0.13843888060497872,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,1358,0.9494949446995204,15736.739130434782,106.0692371470354,0.050505050249974495,5.293304824724492,0.36231884057971014,69,18.79999812000019,0.9494949446995204,2.7246376416719182,0.011946566466521789,5.241747015059643,5.293304824724492,92.27956411156978,B,0.0015732521698323038,C
11545-2021-00140,김보람,서울특별시 금천구,2021-12-27,서울특별시 금천구 가산동 147-45,2024-12-27,2025-12-26,1,친구공인중개사사무소,11545-2021-00140,5040,104,5144,0.936986301369863,3.5024322421803804,17257.85714285714,17328.95238095238,17257.85714285714,17328.95238095238,1,1439,0.9797822704160609,17257.85714285714,2081.4177905342854,0.020217729389537763,8.545780648268149,0.8095238095238095,21,48.46153799556214,0.9797822704160609,239.9999885714291,0.2920408923302489,8.525359754082631,8.545780648268149,2328.8376197089165,S,0.014836114511209567,S
92300000-3945,한덕신,서울특별시 성북구,2011-12-08,서울특별시 성북구 동선동4가 3,2024-12-09,2025-12-08,1,기쁨부동산공인중개사사무소,92300000-3945,49,10,59,0.9863013698630136,0.009587164936492434,63.0,68.33333333333333,63.0,68.33333333333333,1,5111,0.8305084604998566,63.0,45.611125464360626,0.16949152255099115,4.0943445622221,0.6666666666666666,3,4.8999995100000495,0.8305084604998566,16.333327888890704,0.777777765432099,3.912023005428146,4.0943445622221,75.7572751204511,C,0.0014752744563071643,C
11215-2025-00005,정진호,서울특별시 광진구,2024-02-22,서울특별시 광진구 자양동 236,2025-02-22,2026-02-21,1,롯데공감공인중개사사무소,11215-2025-00005,0,0,0,0.7808219178082192,0.0,1080.5,1105.8846153846157,1080.5,1105.8846153846157,1,652,0.0,1080.5,1.0,0.0,0.0,0.09615384615384616,26,0.0,0.0,0.0,0.0,0.0,0.0,-10.483192082449392,D,0.00096386566818937,D
11260-2022-00037,손현아,서울특별시 중랑구,2022-04-26,서울특별시 중랑구 신내동 618,2025-04-26,2026-04-25,1,원탑 공인중개사사무소,11260202200037,0,0,0,0.6082191780821918,0.0,4891.5,4927.333333333333,4891.5,4927.333333333333,1,1319,0.0,4891.5,1.0,0.0,0.0,0.16666666666666666,12,0.0,0.0,0.0,0.0,0.0,0.0,-9.002375082517196,D,0.0009726469613794662,D
92270000-4046,박성호,서울특별시 중구,2014-01-23,서울특별시 중구 흥인동 100-1,2025-01-23,2026-01-22,1,신우부동산공인중개사사무소,92270000-4046,234,10,244,0.863013698630137,0.053991693573144504,238.0,248.33333333333331,238.0,248.33333333333331,1,4334,0.9590163895122279,238.0,123.91040862109828,0.040983606389411446,5.501258210544727,0.6666666666666666,3,23.399997660000235,0.9590163895122279,77.99997400000866,0.9831932731798602,5.459585514144159,5.501258210544727,127.34628240437635,B,0.0017811989549905965,B
11680-2020-00418,김상모,서울특별시 강남구,2020-09-15,서울특별시 강남구 역삼동 704-38,2025-09-15,2026-09-14,1,바름공인중개사사무소,11680-2020-00418,24,28,52,0.2191780821917808,0.012585212368859353,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,1907,0.4615384526627221,5373.442307692308,24.572005703570255,0.538461528106509,3.970291913552122,0.25961538461538464,52,0.8571428265306134,0.4615384526627221,0.4615384526627221,0.004466410658429622,3.2188758248682006,3.970291913552122,64.96573232963766,C,0.0014112802549818542,C
11170-2015-00009,김영남,서울특별시 용산구,2015-01-14,서울특별시 용산구 후암동 262-3,2025-01-14,2026-01-13,1,두정공인중개사사무소,11170201500009,176,12,188,0.8876712328767123,0.044243338349863416,506.6666666666667,517.6,506.6666666666667,517.6,1,3978,0.9361702077863286,506.6666666666667,99.9275396170885,0.06382978689452241,5.241747015059643,0.6,15,14.666665444444547,0.9361702077863286,11.733332551111165,0.347368420367036,5.176149732573829,5.241747015059643,150.7315801884742,B,0.0019198745348828281,B
11620-2025-00088,노미경,서울특별시 관악구,2025-07-08,서울특별시 관악구 봉천동 1521-34,2025-07-14,2026-07-13,1,으뜸공인중개사사무소,11620-2025-00088,20,30,50,0.3917808219178082,0.13333333244444445,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,150,0.3999999920000002,15736.739130434782,22.33333308444445,0.5999999880000003,3.9318256327243257,0.21739130434782608,69,0.6666666444444451,0.3999999920000002,0.28985506826297003,0.0012709113262257222,3.044522437723423,3.9318256327243257,44.28940909343412,D,0.0012886689826648715,C
11215-2015-00060,이연옥,서울특별시 광진구,2015-05-13,서울특별시 광진구 구의동 221-50,2025-05-13,2026-05-12,1,이화공인중개사사무소,11215201500060,900,9,909,0.5616438356164384,0.2332210416602174,1080.5,1105.8846153846157,1080.5,1105.8846153846157,1,3859,0.9900990088117723,1080.5,393.0351806809553,0.009900990088117723,6.813444599510896,0.7692307692307693,26,99.99998888889013,0.9900990088117723,34.61538328402372,0.8329477086229081,6.803505257608338,6.813444599510896,378.851034996114,A,0.0032726303548947055,A
11170-2020-00099,김현임,서울특별시 용산구,2020-07-29,서울특별시 용산구 후암동 108-11,2025-07-29,2026-07-28,1,엘공인중개사사무소,11170-2020-00099,304,12,316,0.3506849315068493,0.1554987211480825,506.6666666666667,517.6,506.6666666666667,517.6,1,1955,0.9620253134113123,506.6666666666667,153.0157466138202,0.03797468342413075,5.75890177387728,0.6666666666666666,15,25.333331222222398,0.9620253134113123,20.266665315555645,0.5999999988157895,5.720311776607412,5.75890177387728,207.00487998467628,B,0.002253577041206879,B
11680-2015-00404,정철수,서울특별시 강남구,2015-10-23,서울특별시 강남구 논현동 176,2025-10-23,2026-10-22,1,바른공인중개사사무소,11680201500404,105,12,117,0.1150684931506849,0.028409090901404466,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,3696,0.8974358897655053,5373.442307692308,70.2071676019792,0.10256410168748631,4.770684624465665,0.40384615384615385,52,8.749999270833394,0.8974358897655053,2.0192307303994093,0.019540546630629596,4.663439094112067,4.770684624465665,93.70077978938053,C,0.001581680025234956,C
11545-2020-00097,심경희,서울특별시 금천구,2020-09-10,서울특별시 금천구 가산동 535-7,2025-09-11,2026-09-10,1,하우스디어반부동산공인중개사사무소,11545-2020-00097,44,15,59,0.2301369863013698,0.023012552289219376,17257.85714285714,17328.95238095238,17257.85714285714,17328.95238095238,1,1912,0.7457626992243611,17257.85714285714,41.20300649962303,0.25423728382648675,4.0943445622221,0.23809523809523808,21,2.933333137777791,0.7457626992243611,2.0952379954648572,0.002549563345740268,3.8066624897703196,4.0943445622221,-45.688727550607865,C,0.0007550956926458769,D
92270000-4156,최부길,서울특별시 광진구,2014-11-05,서울특별시 광진구 구의동 257-103,2025-11-05,2026-11-04,1,금수공인중개사사무소,92270000-4156,110,11,121,0.0794520547945205,0.027173913036765338,1080.5,1105.8846153846157,1080.5,1105.8846153846157,1,4048,0.9090909015777612,1080.5,72.54446617770049,0.09090909015777611,4.804021044733257,0.38461538461538464,26,9.999999090909174,0.9090909015777612,4.230769068047343,0.10180471994279988,4.709530201312334,4.804021044733257,71.31221817587628,C,0.0014489151233992006,C
11215-2022-00063,최명건,서울특별시 광진구,2022-06-13,서울특별시 광진구 중곡동 50-1,2025-06-13,2026-06-12,1,청년부동산공인중개사사무소,11215-2022-00063,8476,110,8586,0.4767123287671233,6.668764746916786,1080.5,1105.8846153846157,1080.5,1105.8846153846157,1,1271,0.9871884461929666,1080.5,3487.703300854957,0.012811553690564692,9.058004710672485,1.0,26,77.0545447540496,0.9871884461929666,325.9999874615389,7.844516420319743,9.045111892608405,9.058004710672485,3143.0620178919366,S,0.01966449179435947,S
11680-2021-00410,김동한,서울특별시 강남구,2021-09-09,서울특별시 강남구 개포동 12-4,2025-09-14,2026-09-13,1,석탑공인중개사사무소,11680-2021-00410,0,0,0,0.2219178082191781,0.0,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,1548,0.0,5373.442307692308,1.0,0.0,0.0,0.08653846153846154,52,0.0,0.0,0.0,0.0,0.0,0.0,-8.842786695045124,D,0.000973593325731166,D
11545-2021-00043,정해동,서울특별시 금천구,2021-04-01,서울특별시 금천구 가산동 777,2025-03-31,2026-03-30,1,킹콩부동산공인중개사사무소,11545-2021-00043,6766,23,6789,0.6794520547945205,3.9590403721714216,17257.85714285714,17328.95238095238,17257.85714285714,17328.95238095238,1,1709,0.996612166593517,17257.85714285714,2776.8887687195197,0.003387833259185766,8.823206220552741,0.8571428571428571,21,294.17390025330866,0.996612166593517,322.19046084807326,0.3920533090290603,8.819813136232225,8.823206220552741,2694.680327551817,S,0.017005573721344477,S
11740-2025-00065,이창복,서울특별시 강동구,2025-04-24,서울특별시 강동구 천호동 453-5,2025-04-29,2026-04-28,1,강동센트럴씨티공인중개사사무소,11740-2025-00065,99,9,108,0.6,0.43999999804444445,974.6666666666666,994.7777777777778,974.6666666666666,994.7777777777778,1,225,0.9166666581790125,974.6666666666666,72.49999972581483,0.08333333256172841,4.6913478822291435,0.6666666666666666,9,10.999998777777915,0.9166666581790125,10.999998777777915,0.10157318731028743,4.605170185988092,4.6913478822291435,176.969634174053,C,0.0020754670522536386,B
11620-2021-00001,이슬기,서울특별시 관악구,2021-01-04,서울특별시 관악구 신림동 103-273,2025-01-05,2026-01-04,1,슬기로운공인중개사사무소,11620-2021-00001,13500,36,13536,0.9123287671232876,7.516703782006289,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,1796,0.9973404254582343,15736.739130434782,5506.087250583811,0.0026595744678886246,9.513181956185786,0.8115942028985508,69,374.9999895833337,0.9973404254582343,195.65217107750476,0.8578651452023626,9.510519035757246,9.513181956185786,5411.5571416064695,S,0.03311674199310326,S
11740-2020-00203,양경,서울특별시 강동구,2020-10-08,서울특별시 강동구 천호동 571,2025-10-08,2026-10-07,1,래미안강동열매공인중개사사무소,11740-2020-00203,0,0,0,0.1561643835616438,0.0,974.6666666666666,994.7777777777778,974.6666666666666,994.7777777777778,1,1884,0.0,974.6666666666666,1.0,0.0,0.0,0.2777777777777778,9,0.0,0.0,0.0,0.0,0.0,0.0,117.21000308533618,D,0.0017210904874613356,C
11500-2024-00106,이세형,서울특별시 강서구,2024-09-23,서울특별시 강서구 마곡동 776-4,2025-09-24,2026-09-23,1,온즈공인중개사사무소,11500-2024-00106,72,30,102,0.1945205479452054,0.16438356126853068,7493.90625,7538.03125,7493.90625,7538.03125,1,438,0.7058823460207614,7493.90625,52.62030599330815,0.2941176441753172,4.634728988229636,0.375,32,2.3999999200000026,0.7058823460207614,2.2499999296875024,0.009607806341371324,4.290459441148391,4.634728988229636,116.29162603631725,C,0.0017156444815559068,C
11230-2023-00152,김완수,서울특별시 동대문구,2023-12-12,서울특별시 동대문구 휘경동 312-46,2024-12-12,2025-12-11,1,주식회사스타패밀리부동산중개법인,11230-2023-00152,561,36,597,0.978082191780822,0.7748618773827874,1085.4615384615386,1119.1538461538462,1085.4615384615386,1119.1538461538462,1,724,0.9396984908882773,1085.4615384615386,261.3395735004762,0.06030150743668089,6.393590753950631,0.5384615384615384,13,15.583332900462976,0.9396984908882773,43.15384283431978,0.5168308407115866,6.331501849893691,6.393590753950631,312.1200160272878,B,0.002876913232207722,B
11650-2023-00352,천승우,서울특별시 서초구,2023-11-29,서울특별시 서초구 잠원동 34-14,2024-12-04,2025-12-03,1,SD공인중개사사무소,11650-2023-00352,0,20,20,1.0,0.0,393.8,434.6,393.8,434.6,0,737,0.0,393.8,0.0,0.9999999500000024,3.044522437723423,0.2,10,0.0,0.0,0.0,0.0,0.0,3.044522437723423,108.28031654996379,D,0.00166813715456041,C
11560-2022-00043,류한욱,서울특별시 영등포구,2019-10-07,서울특별시 영등포구 신길동 225-41,2025-10-07,2026-10-06,1,신길공인중개사사무소,11560-2022-00043,2379,22,2401,0.1589041095890411,1.0568636157010824,1880.3,1916.0,1880.3,1916.0,1,2251,0.9908371507743285,1880.3,992.8937506802407,0.009162848809178323,7.784057002639929,0.8,10,108.1363587210746,0.9908371507743285,237.8999762100024,1.2652236338535214,7.77485576666552,7.784057002639929,998.627213218357,A,0.006947923340764051,A
